  start @ chunk-ZJDXGEPH.js?v=4ac4d33a:555
     138      const nextAgent = this.getNextAgent(workflow, agentType);
     139      
     140      if (nextAgent) {
     141        await this.executeAgent(
     142          result.workflowId, 
     143          nextAgent, 
     144          { previousResults: { ...workflow.results, [agentType]: result } },
     145          workflow.options
     146        );
     147      }
     148    }
     149  }
     150  ```
     151  
     152  ## Specific Agent Designs
     153  
     154  ### 1. Import Agent
     155  ```javascript
     156  // Input: { filePath, userId, importId }
     157  // Output: { bookmarkIds: [...], totalBookmarks: 5535 }
     158  // Action: Parse file → Insert to DB → Return bookmark IDs for next agents
     159  ```
     160  
     161  ### 2. Validation Agent  
     162  ```javascript
     163  // Input: { bookmarkId }
     164  // Output: { isValid: true, metadata: {...} }
     165  // Action: Check URL with Playwright → Update bookmark validation status
     166  ```
     167  
     168  ### 3. Enrichment Agent
     169  ```javascript
     170  // Input: { bookmarkId }
     171  // Output: { title, description, metadata }
     172  // Action: Extract page content → Store enriched data
     173  ```
     174  
     175  ### 4. Categorization Agent
     176  ```javascript
     177  // Input: { bookmarkId }
     178  // Output: { category, subcategory, tags }
     179  // Action: Claude Code classification → Store categories
     180  ```
     181  
     182  ### 5. Embedding Agent
     183  ```javascript
     184  // Input: { bookmarkId }
     185  // Output: { embedding: [...], model: "text-embedding-3-small" }
     186  // Action: Generate embeddings → Store vectors
     187  ```
     188  
     189  ## Workflow Types
     190  
     191  ### Import Workflow
     192  ```javascript
     193  full_import: ['import', 'validation', 'enrichment', 'categorization', 'embedding']
     194  ```
     195  
     196  **Flow:**
     197  1. **Import**: File → Database (creates bookmarkIds)
     198  2. **Validation**: For each bookmarkId → Validate URL
     199  3. **Enrichment**: For each bookmarkId → Extract content
     200  4. **Categorization**: For each bookmarkId → Classify content
     201  5. **Embedding**: For each bookmarkId → Generate vectors
     202  
     203  ### Transition: Import → Per-Bookmark Agents
     204  
     205  The **Import Agent** is special - it processes a file and creates multiple bookmarkIds. When it completes, the Orchestrator must:
     206  
     207  1. Take the `bookmarkIds` array from Import Agent result
     208  2. Create individual jobs for each bookmarkId for the next agent
     209  3. Continue normal per-bookmark processing
     210  
     211  ```javascript
     212  // Import Agent completes with:
     213  { bookmarkIds: ["id1", "id2", ...], totalBookmarks: 5535 }
     214  
     215  // Orchestrator creates validation jobs:
     216  for (const bookmarkId of result.bookmarkIds) {
     217    validationQueue.add('validation', { bookmarkId, workflowId, ... });
     218  }
     219  ```
     220  
     221  ## File Structure
     222  
     223  ```
     224  backend/src/
     225  ├── agents/
     226  │   ├── baseAgent.js          # Abstract base class
     227  │   ├── importAgent.js        # NEW: File processing
     228  │   ├── validationAgent.js    # REFACTOR: Playwright only
     229  │   ├── enrichmentAgent.js    # REFACTOR: Clean structure
     230  │   ├── categorizationAgent.js # REFACTOR: Claude Code
     231  │   └── embeddingAgent.js     # REFACTOR: Clean structure
     232  ├── services/
     233  │   └── orchestratorService.js # REFACTOR: Minimal coordinator
     234  └── routes/
     235      └── import.js             # REFACTOR: Trigger orchestrator only
     236  ```
     237  
     238  ## Migration Benefits
     239  
     240  1. **Unified Patterns**: Same structure across all agents
     241  2. **Easy Testing**: Each agent is independently testable
     242  3. **Clear Workflow**: Visible in UI with consistent progress
     243  4. **Maintainable**: Add/remove agents without touching orchestrator
     244  5. **Scalable**: Each agent can be optimized independently
     245  6. **Debuggable**: Clear separation of concerns
     246  
     247  ## Technical Notes
     248  
     249  - **Playwright**: Replace all Puppeteer usage
     250  - **Claude Code**: Use built-in processing instead of OpenAI API
     251  - **Progress Tracking**: Each agent reports 0-100% progress
     252  - **Error Handling**: Consistent logging and recovery patterns
     253  - **Database**: Agents update their specific columns only
     254 \ No newline at end of file


> do a web-search and look at the Google A2A standard to see if that should influence our design?


● Web Search("Google A2A standard agent architecture design patterns")

  ⎿  Did 1 search in 123s


● Fetch(https://agent2agent.info/docs/introduction/)

  ⎿  Received 82.6KB (200 OK)


● Based on the Google A2A standard research, here are the key insights that should influence our agent architecture design:

  A2A Influence on Our Design

  1. Task-Centric Architecture (Major Influence)

  - A2A Pattern: Uses "Tasks" as stateful entities that track collaboration
  - Our Application: Our workflows should be Tasks, not just job queues
  - Change: Workflows become persistent, trackable Task entities

  2. Agent Discovery & Capabilities (Moderate Influence)

  - A2A Pattern: AgentCard at /.well-known/agent.json describes capabilities
  - Our Application: Each agent should declare its capabilities
  - Change: Add capability metadata to each agent

  3. Standardized Communication (Minor Influence)

  - A2A Pattern: JSON-RPC 2.0 over HTTP with SSE streaming
  - Our Application: We already use Bull queues (Redis), which works well
  - Change: Keep current queue system but standardize message formats

  4. Artifact Management (Major Influence)

  - A2A Pattern: Immutable outputs (artifacts) separate from messages
  - Our Application: Agent results should be immutable artifacts
  - Change: Distinguish between progress messages and final artifacts

  5. Async Long-Running Tasks (Already Aligned)

  - A2A Pattern: Support for tasks taking hours/days
  - Our Application: Already designed for this with Bull queues
  - Change: No change needed

  Recommended Design Updates

  // A2A-Influenced Agent Pattern
  class Agent {
    // Agent capabilities (A2A AgentCard concept)
    static capabilities = {
